,brand,price,cartype,model,gearbox,regdate,mileage,motorpower,fuel,car_steering,carcolor,exchange,version,doors,financial,extra,Y
6014,ford,15000,hatch,ka,manual,2013,57000,1,flex,mecnica,branco,sim,ka 1.0 8v 1.0 8v st flex 3p,2 portas,financiado,"ar condicionado, alarme, som, sensor de ré",0
6015,ford,29900,passeio,fiesta,manual,2013,96297,1.6,flex,hidráulica,vermelho,sim,fiesta se 1.6 8v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6016,ford,44900,sedã,ka,manual,2018,32000,1.5,flex,hidráulica,preto,sim,sedan sel 1.5 16v flex,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",
6017,vwvolkswagen,23900,hatch,fox,manual,2014,10,1,flex,hidráulica,branco,sim,fox 1.0 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6018,vwvolkswagen,32990,hatch,up,manual,2018,1,1,flex,elétrica,branco,sim,up  take 1.0 total flex 12v 5p,4 portas,0,0,
6019,ford,27500,sedã,fiesta,manual,2014,42000,1.6,flex,hidráulica,preto,sim,fiesta sedan se 1.6 8v flex 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
6020,ford,25900,sedã,ka,manual,2015,50000,1.5,flex,elétrica,branco,sim,ka  sedan 1.5 sel 16v flex 4p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, alarme, som",1
6021,vwvolkswagen,102899,hatch,golf,automático,2016,56000,2.02.9,flex,elétrica,preto,sim,golf gti 2.0 tsi 220cv aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, sensor de ré, c mera de ré",0
6022,vwvolkswagen,42000,0,fox,automático,2015,49200,1.6,flex,hidráulica,branco,0,fox 1.6 mi i motion total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",
6023,ford,35990,hatch,ka,manual,2018,26000,0,flex,0,0,0,ka 1.0 se se plus tivct flex 5p,2 portas,0,0,
6024,vwvolkswagen,34990,hatch,fox,manual,2016,72000,1,flex,hidráulica,prata,sim,fox trendline 1.0 flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6025,vwvolkswagen,38500,sedã,voyage,manual,2016,48000,1.6,flex,hidráulica,branco,não,voyage comf highli. 1.6 mi t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6026,ford,37592,passeio,ka,manual,2018,35000,1.5,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
6027,ford,44900,passeio,ecosport,automático,2014,49670,2.02.9,flex,elétrica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
6028,vwvolkswagen,45840,suv,crossfox,manual,2016,20000,1.6,flex,elétrica,vermelho,não,crossfox  1.6 t. flex 16v 5p,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
6029,ford,26320,hatch,ka,manual,2016,65000,1,flex,elétrica,branco,sim,ka 1.0 s tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",1
6030,ford,37800,hatch,focus,automático,2014,78000,2.02.9,flex,elétrica,preto,sim,focus 2.0 16v se se plus flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",
6031,ford,44000,suv,ecosport,automático,2013,79000,2.02.9,flex,elétrica,cinza,não,ecosport titanium 2.0 16v flex 5p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",
6032,vwvolkswagen,15000,hatch,fox,manual,2013,93000,1.6,flex,hidráulica,vermelho,não,fox 1.6 mi total flex 8v 5p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
6033,vwvolkswagen,26900,passeio,saveiro,manual,2015,75000,1.6,flex,mecnica,branco,sim,0,2 portas,0,"air bag, ar condicionado",0
6034,ford,49887,suv,ecosport,automático,2014,54000,2.02.9,flex,hidráulica,0,0,ecosport titanium 2.0 16v flex 5p aut.,0,0,0,0
6035,ford,23900,hatch,fiesta,manual,2013,70000,1.6,flex,hidráulica,prata,sim,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",
6036,ford,31900,hatch,ka,manual,2015,60000,1,flex,elétrica,laranja,sim,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,0,
6037,ford,39500,0,focus,automático,2015,80,0,flex,0,branco,sim,focus 2.0 16v se se plus flex 5p aut.,0,0,0,0
6038,ford,33900,hatch,fiesta,manual,2016,60000,1.5,flex,elétrica,prata,sim,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6039,vwvolkswagen,33900,sedã,voyage,manual,2015,0,1.6,flex,hidráulica,branco,sim,voyage comf highli. 1.6 mi t.flex 8v 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",0
6040,vwvolkswagen,62000,hatch,polo,automático,2018,29064,1,flex,hidráulica,outra,não,polo highline 200 tsi 1.0 flex 12v aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",
6041,vwvolkswagen,30320,passeio,voyage,manual,2015,0,1.6,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
6042,ford,35900,passeio,ka,manual,2015,78000,1,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
6043,vwvolkswagen,34000,passeio,saveiro,manual,2013,60000,1.6,flex,hidráulica,vermelho,não,saveiro cross 1.6 mi total flex 8v ce,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6044,ford,45900,suv,ecosport,manual,2015,80000,1.6,flex,hidráulica,prata,sim,ecosport xlt freestyle 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
6045,ford,96900,passeio,fusion,automático,2017,29000,2.02.9,flex,elétrica,outra,não,fusion titanium hybrid 2.0 145cv aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
6046,vwvolkswagen,32990,passeio,fox,manual,2014,65000,0,flex,0,0,0,fox 1.6 mi i motion total flex 8v 5p,4 portas,0,"vidro elétrico, air bag, ar condicionado, direção hidráulica",
6047,vwvolkswagen,38900,hatch,up,manual,2017,73000,1,flex,elétrica,branco,sim,up  move 1.0 tsi total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6048,vwvolkswagen,24000,sedã,voyage,manual,2014,140000,1,flex,hidráulica,prata,sim,voyage comfortline  1.0 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
6049,vwvolkswagen,29800,sedã,voyage,manual,2015,66000,1.6,flex,hidráulica,prata,não,voyage 1.6 1.6 city  mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6050,vwvolkswagen,34900,sedã,voyage,manual,2017,48000,1.6,flex,hidráulica,prata,sim,voyage 1.6 msi flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",
6051,ford,41900,hatch,fiesta,manual,2018,37230,0,flex,0,0,0,fiesta se 1.6 16v flex 5p,4 portas,0,0,
6052,vwvolkswagen,13000,passeio,0,manual,2015,89,1,flex,hidráulica,branco,não,0,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, c mera de ré",0
6053,ford,16000,passeio,ka,manual,2013,110000,1,flex,hidráulica,preto,não,0,2 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6054,vwvolkswagen,32900,passeio,gol,manual,2017,35000,0,flex,0,0,0,gol trendline 1.0 t.flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
6055,vwvolkswagen,32500,hatch,up,semiautomático,2016,60000,1,flex,elétrica,prata,0,up  move i motion 1.0 t. flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6056,vwvolkswagen,29900,0,fox,manual,2014,1,0,flex,hidráulica,0,0,fox 1.0 mi total flex 8v 5p,0,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6057,ford,33900,passeio,ka,manual,2015,69000,1,flex,hidráulica,preto,sim,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",
6058,vwvolkswagen,36900,0,crossfox,automático,2013,71400,0,flex,0,0,0,crossfox 1.6 mi total flex 8v 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme",0
6059,vwvolkswagen,23120,passeio,fox,manual,2014,0,1,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",1
6060,vwvolkswagen,31900,passeio,voyage,manual,2017,52000,1.6,flex,elétrica,prata,sim,voyage trend 1.6 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",
6061,vwvolkswagen,20000,hatch,gol,manual,2013,52000,1,flex,hidráulica,preto,não,gol  novo  1.0 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",
6062,vwvolkswagen,28900,pickup,saveiro,manual,2017,90000,1.6,flex,hidráulica,branco,não,saveiro robust 1.6 total flex 8v,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",
6063,vwvolkswagen,31000,sedã,voyage,automático,2013,70000,1.6,flex,hidráulica,prata,sim,voyage i motion comf hghli.1.6 t.flex 8v,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",
6064,ford,37900,sedã,fiesta,manual,2015,47000,1.6,flex,elétrica,cinza,sim,fiesta 1.6 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",
6065,ford,47900,suv,ecosport,manual,2014,88000,1.6,flex,hidráulica,branco,sim,ecosport freestyle 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, c mera de ré",0
6066,vwvolkswagen,32800,passeio,up,manual,2017,48700,1,flex,0,prata,0,up  take 1.0 total flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",
6067,vwvolkswagen,34890,hatch,up,manual,2017,52237,1,flex,hidráulica,vermelho,sim,up  move 1.0 total flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6068,ford,28900,hatch,ka,manual,2015,35000,1,flex,mecnica,branco,0,ka 1.0 se se plus tivct flex 5p,4 portas,0,0,0
6069,vwvolkswagen,30645,hatch,gol,manual,2016,35000,1,flex,hidráulica,branco,não,gol special 1.0 total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6070,vwvolkswagen,28900,pickup,saveiro,manual,2013,0,1.6,flex,hidráulica,branco,sim,saveiro 1.6 mi total flex 8v ce,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",
6071,ford,34900,hatch,fiesta,manual,2015,102379,1.6,flex,hidráulica,branco,sim,fiesta se 1.6 16v flex 5p,4 portas,0,"vidro elétrico, air bag, ar condicionado, direção hidráulica, som, sensor de ré",
6072,ford,32900,hatch,focus,manual,2013,95000,1.6,flex,hidráulica,branco,sim,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6073,vwvolkswagen,34900,passeio,fox,manual,2014,70000,1.6,flex,hidráulica,prata,sim,fox rock in rio 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6074,ford,35000,0,0,manual,2016,47000,1.5,flex,elétrica,prata,não,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
6075,vwvolkswagen,23900,0,up,manual,2015,62200,1,flex,hidráulica,0,0,up  take 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
6076,vwvolkswagen,24900,pickup,saveiro,manual,2013,96000,1.6,flex,hidráulica,branco,sim,saveiro 1.6 mi  1.6mi city total flex 8v,2 portas,ipva pago,"ar condicionado, direção hidráulica, som",
6077,ford,58000,hatch,focus,automático,2016,29000,2.02.9,flex,0,branco,não,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
6078,ford,33900,passeio,ka,manual,2015,93000,1.5,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
6079,ford,40990,hatch,focus,manual,2013,75852,0,flex,0,0,0,focus 1.6 s se se plus flex 8v 16v  5p,2 portas,0,0,
6080,vwvolkswagen,29900,0,fox,manual,2014,106000,1.6,flex,0,preto,sim,fox 1.6 mi total flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6081,vwvolkswagen,35900,vanutilitário,saveiro,manual,2013,100000,1.6,flex,hidráulica,prata,sim,saveiro cross 1.6 t. flex 16v ce,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme",
6082,ford,65000,suv,edge,automático,2013,77768,3.03.9,flex,0,0,sim,edge limited 3.5 v6 24v awd aut.,0,0,0,0
6083,vwvolkswagen,32990,passeio,fox,manual,2014,46530,0,flex,0,0,0,fox 1.6 mi i motion total flex 8v 5p,4 portas,0,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, direção hidráulica",
6084,ford,42090,passeio,focus,automático,2015,60000,2.02.9,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
6085,ford,32900,passeio,ka,manual,2018,38000,1,flex,elétrica,branco,sim,ka 1.0 sel tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, alarme",
6086,vwvolkswagen,36000,hatch,fox,manual,2016,60249,0,flex,elétrica,vermelho,sim,fox rock in rio 1.6 mi total flex 8v 5p,4 portas,0,"air bag, trava elétrica, ar condicionado, alarme",
6087,vwvolkswagen,40886,hatch,fox,automático,2016,29000,1.6,flex,hidráulica,prata,sim,fox comfortline i motion 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",
6088,vwvolkswagen,32900,passeio,crossfox,semiautomático,2013,62000,1.6,flex,hidráulica,preto,sim,crossfox  i motion 1.6 t. flex 16v 5p,4 portas,0,0,0
6089,vwvolkswagen,29000,hatch,polo,semiautomático,2013,122000,1.6,flex,hidráulica,cinza,sim,polo sportline i motion 1.6 t.flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6090,vwvolkswagen,30990,hatch,gol,manual,2017,56000,1,flex,hidráulica,preto,não,gol  novo  1.0 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6091,ford,27999,hatch,focus,manual,2013,91000,1.6,flex,hidráulica,prata,não,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
6092,ford,69500,suv,ecosport,automático,2018,12000,1.6,flex,hidráulica,prata,sim,ecosport freestyle 1.6 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
6093,ford,54900,suv,ecosport,manual,2018,32800,1.5,flex,elétrica,branco,sim,ecosport se 1.5 12v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
6094,ford,18900,hatch,ka,manual,2013,11,1,flex,hidráulica,vermelho,sim,ka 1.0 8v 1.0 8v st flex 3p,4 portas,ipva pago,"ar condicionado, direção hidráulica, alarme, som",
6095,vwvolkswagen,43900,hatch,fox,manual,2017,53600,1.6,flex,elétrica,prata,não,fox highline1.6 flex 16v 5p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
6096,ford,38800,hatch,fiesta,automático,2016,27900,1.6,flex,elétrica,vermelho,sim,fiesta 1.6 16v flex aut. 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",
6097,vwvolkswagen,23500,hatch,gol,manual,2013,34000,1,flex,hidráulica,branco,não,0,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",
6098,ford,28000,hatch,ka,manual,2015,65000,1,flex,elétrica,branco,0,ka 1.0 se 12v flex 4p manual,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",
6099,ford,31848,passeio,ka,manual,2018,78108,1,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
6100,vwvolkswagen,31000,hatch,up,manual,2017,32000,1,flex,hidráulica,branco,não,up  take 1.0 t. flex 12v 3p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",
6101,ford,26000,hatch,fiesta,manual,2014,75,1.5,flex,elétrica,preto,sim,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som, sensor de ré",
6102,vwvolkswagen,26880,hatch,up,manual,2016,66,1,flex,hidráulica,preto,sim,up  take 1.0 t. flex 12v 3p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6103,vwvolkswagen,36000,sedã,voyage,manual,2018,75000,1.6,flex,hidráulica,prata,não,voyage 1.6 msi flex 8v 4p,4 portas,financiado,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
6104,ford,29900,sedã,ka,manual,2017,51000,1.5,flex,hidráulica,branco,sim,ka 1.5 sedan se 12v flex 4p mec.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6105,vwvolkswagen,29900,passeio,gol,manual,2015,68000,1,flex,hidráulica,preto,sim,gol comfortline 1.0 t. flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",
6106,vwvolkswagen,33000,passeio,fox,manual,2015,75000,1.6,flex,hidráulica,prata,sim,fox comfortline 1.6 flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",
6107,vwvolkswagen,35900,passeio,up,manual,2018,39870,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
6108,vwvolkswagen,31000,passeio,fox,manual,2013,59800,1.6,flex,hidráulica,branco,não,fox 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",
6109,ford,32000,hatch,fiesta,automático,2015,99000,1.6,flex,hidráulica,prata,não,sedan se 1.6 powershift,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6110,vwvolkswagen,32590,passeio,spacefox,manual,2014,116000,1.6,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, alarme",
6111,vwvolkswagen,26900,sedã,voyage,manual,2013,92110,1.6,flex,hidráulica,prata,sim,voyage trend 1.6 mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6112,vwvolkswagen,37900,passeio,spacecross,manual,2014,99700,1.6,flex,hidráulica,branco,não,spacecross 1.6 mi total flex 8v,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6113,ford,32000,hatch,ka,manual,2015,49000,1,flex,elétrica,branco,não,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",
6114,vwvolkswagen,26000,hatch,fox,manual,2014,68000,1.6,flex,hidráulica,branco,sim,fox rock in rio 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6115,ford,32400,hatch,ka,manual,2017,49000,1,flex,0,branco,não,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6116,ford,24000,hatch,fiesta,manual,2013,51000,1.6,flex,hidráulica,branco,sim,fiesta se 1.6 8v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",
6117,vwvolkswagen,23900,hatch,up,manual,2015,100000,1.5,flex,hidráulica,branco,sim,up  take 1.0 t. flex 12v 3p,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",1
6118,vwvolkswagen,33900,hatch,crossfox,automático,2013,68000,1.6,flex,hidráulica,prata,sim,crossfox i motion 1.6 mi t. flex 8v 5p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
6119,vwvolkswagen,37900,sedã,voyage,manual,2017,45000,1,flex,hidráulica,cinza,sim,voyage comfortline 1.0 t.flex 12v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6120,ford,46776,suv,ecosport,manual,2015,79000,1.6,flex,hidráulica,branco,sim,ecosport freestyle 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
6121,vwvolkswagen,16000,hatch,gol,manual,2014,70000,0,flex,hidráulica,preto,0,gol 1.0 plus 8v 2p,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6122,ford,39000,hatch,ecosport,manual,2014,120000,1.6,flex,hidráulica,vermelho,sim,ecosport xlt freestyle 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
6123,vwvolkswagen,32500,0,saveiro,0,2015,90000,1.6,flex,0,prata,sim,saveiro trendline 1.6 t.flex 8v ce,0,0,0,
6124,ford,42900,suv,ecosport,manual,2015,69000,2.02.9,flex,hidráulica,branco,sim,ecosport freestyle 2.0 16v 4wd flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som, sensor de ré",0
6125,vwvolkswagen,25000,hatch,up,manual,2015,82000,1,flex,elétrica,vermelho,não,up  move 1.0 t. flex 12v 3p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6126,vwvolkswagen,25000,0,voyage,automático,2013,89000,1.6,flex,hidráulica,cinza,sim,voyage i motion comf hghli.1.6 t.flex 8v,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6127,vwvolkswagen,29900,hatch,gol,manual,2016,0,1,flex,hidráulica,branco,sim,gol special 1.0 total flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",
6128,ford,44900,passeio,focus,automático,2016,48000,2.02.9,flex,elétrica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
6129,vwvolkswagen,32900,0,saveiro,manual,2013,112000,1.6,flex,elétrica,vermelho,0,saveiro cross 1.6 mi total flex 8v ce,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",
6130,vwvolkswagen,40000,hatch,up,manual,2016,48000,1,flex,hidráulica,branco,sim,up  cross 1.0 tsi total flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6131,vwvolkswagen,30300,sedã,voyage,manual,2015,62000,1.6,flex,hidráulica,prata,sim,voyage trendline 1.6 t.flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6132,ford,23900,hatch,fiesta,0,2013,79782,1.6,flex,0,preto,0,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, som",
6133,vwvolkswagen,31900,hatch,up,semiautomático,2015,57784,1,flex,elétrica,vermelho,sim,up  cross i motion 1.0 t.flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",
6134,ford,34900,sedã,ka,manual,2015,65000,0,flex,hidráulica,branco,sim,ka 1.5 16v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",
6135,vwvolkswagen,32000,passeio,voyage,manual,2016,75000,1.6,flex,hidráulica,prata,não,voyage 1.6 1.6 city  mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",
6136,ford,44500,suv,ecosport,manual,2014,71000,1.6,flex,hidráulica,preto,sim,ecosport xls freestyle 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
6137,ford,27000,hatch,fiesta,manual,2014,64000,1.6,flex,elétrica,branco,sim,fiesta se 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",
