,brand,price,cartype,model,gearbox,regdate,mileage,motorpower,fuel,car_steering,carcolor,exchange,version,doors,financial,extra,Y
0,ford,31900,hatch,ka,manual,2015,39869,1,flex,elétrica,preto,sim,ka 1.0 se se plus tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
1,vwvolkswagen,26000,passeio,gol,manual,2013,109000,1.6,flex,hidráulica,prata,sim,gol 1.6 mi plus total flex 8v 4p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",1
0,vwvolkswagen,43990,hatch,fox,manual,2017,53000,1.6,flex,elétrica,branco,sim,fox pepper 1.6 flex 16v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
3,ford,23900,0,fiesta,manual,2013,70000,1,flex,hidráulica,preto,sim,fiesta class 1.0 4p,4 portas,ipva pago,0,1
4,ford,44700,passeio,ecosport,manual,2015,80000,0,flex,0,0,0,ecosport freestyle 1.6 16v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",0
5,vwvolkswagen,42900,0,fox,manual,2016,44200,0,flex,0,0,0,fox plus 1.6mi  1.6mi total flex 8v 4p,0,0,0,0
6,ford,75000,0,focus,automático,2018,25000,2.02.9,flex,elétrica,prata,sim,focus tita tita plus 2.0  flex 5p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
7,vwvolkswagen,30000,pickup,saveiro,manual,2014,101995,1.6,flex,hidráulica,branco,sim,saveiro 1.6 mi  1.6 mi total flex 8v,2 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
8,vwvolkswagen,33900,0,saveiro,manual,2018,29900,1.6,flex,hidráulica,0,0,saveiro robust 1.6 total flex 8v,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
9,vwvolkswagen,67500,passeio,virtus,automático,2018,30000,1,flex,elétrica,cinza,não,virtus highline 200 tsi 1.0 flex 12v aut,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
10,ford,45900,sedã,focus,automático,2016,77000,2.02.9,flex,hidráulica,branco,sim,focus sedan 2.0 16v 2.0 16v flex 4p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
11,vwvolkswagen,26900,0,voyage,0,2013,69000,1,flex,hidráulica,preto,sim,voyage 1.0 1.0 city mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
12,vwvolkswagen,23000,hatch,gol,manual,2014,138,1.6,flex,hidráulica,branco,sim,gol trendline 1.6 t.flex 8v 5p,4 portas,com multas,"air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
13,vwvolkswagen,17000,0,gol,0,2013,110000,0,flex,0,0,sim,gol ecomotion 1.0 mi total flex 8v 2p,0,0,0,0
14,vwvolkswagen,28900,hatch,gol,manual,2013,78000,1.6,flex,hidráulica,preto,sim,gol  novo  1.6 mi total flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
15,vwvolkswagen,32899,hatch,voyage,manual,2014,49000,1,flex,elétrica,preto,0,voyage  trendline 1.0 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",1
16,vwvolkswagen,63900,hatch,polo,automático,2018,34170,1,flex,elétrica,azul,não,polo highline 200 tsi 1.0 flex 12v aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
17,ford,39800,passeio,fiesta,manual,2017,33000,1.6,flex,hidráulica,preto,sim,fiesta se 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
18,vwvolkswagen,50900,passeio,polo,manual,2018,19012,1.6,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
19,vwvolkswagen,26500,hatch,fox,manual,2013,84259,1.6,flex,hidráulica,preto,não,fox 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
20,ford,16900,hatch,fiesta,manual,2014,70000,1,flex,hidráulica,branco,0,fiesta s 1.0 8v flex 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som, sensor de ré",1
21,ford,58900,suv,ecosport,manual,2017,53000,1.6,flex,elétrica,prata,sim,ecosport freestyle 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
22,vwvolkswagen,37900,0,saveiro,manual,2018,39000,1.6,flex,0,branco,0,saveiro robust 1.6 total flex 8v,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
23,ford,37900,hatch,fiesta,manual,2015,31000,1.5,flex,hidráulica,vermelho,sim,fiesta 1.0i 3p e 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
24,vwvolkswagen,28693,passeio,gol,manual,2018,0,1.6,flex,hidráulica,branco,sim,0,4 portas,0,"air bag, ar condicionado, alarme",0
25,vwvolkswagen,37900,hatch,fox,semiautomático,2015,52000,1.6,flex,elétrica,branco,sim,fox comfortline i motion 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
26,vwvolkswagen,25000,hatch,fox,manual,2013,60000,1,flex,hidráulica,prata,sim,fox 1.0 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
27,vwvolkswagen,37000,vanutilitário,saveiro,manual,2014,168000,1.6,flex,hidráulica,preto,sim,saveiro cross 1.6 mi total flex 8v ce,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
28,vwvolkswagen,38000,passeio,fox,manual,2017,37000,1.6,flex,elétrica,cinza,0,fox comfortline i motion 1.6 flex 8v 5p,4 portas,0,0,0
29,vwvolkswagen,36900,passeio,gol,manual,2018,23500,1.6,flex,hidráulica,cinza,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",1
30,ford,29000,hatch,fiesta,manual,2014,70000,1.5,flex,elétrica,0,não,fiesta 1.5 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",1
31,vwvolkswagen,24899,hatch,gol,manual,2014,66457,1,flex,hidráulica,preto,sim,gol  novo  1.0 mi total flex 8v 2p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
32,ford,45800,passeio,fiesta,manual,2017,27838,1.6,flex,elétrica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
33,vwvolkswagen,16700,hatch,up,manual,2015,0,1,flex,hidráulica,preto,sim,up  take 1.0 t. flex 12v 3p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
34,vwvolkswagen,33500,passeio,spacefox,automático,2014,70000,1.6,flex,hidráulica,prata,não,spacefox  trend i motion 1.6 t. flex 8v,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
35,vwvolkswagen,35900,passeio,polo,manual,2014,71533,1.6,flex,mecnica,prata,sim,0,4 portas,0,"air bag, trava elétrica, ar condicionado, alarme",0
36,vwvolkswagen,31500,hatch,polo,manual,2013,0,1.6,flex,hidráulica,branco,sim,polo sportline 1.6 mi total flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
37,vwvolkswagen,39900,passeio,saveiro,manual,2018,0,1.6,flex,hidráulica,azul,sim,0,2 portas,0,"vidro elétrico, trava elétrica, ar condicionado",0
38,vwvolkswagen,26000,passeio,gol,manual,2015,79148,1,flex,hidráulica,prata,não,gol city 1.0 total flex 12v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",1
39,ford,27900,sedã,fiesta,manual,2013,80000,1.6,flex,mecnica,preto,sim,fiesta sed. 1.6 8v flex 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, c mera de ré",0
40,ford,45990,passeio,ecosport,manual,2015,76000,0,flex,0,0,0,ecosport xls freestyle 1.6 flex 8v 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",0
41,vwvolkswagen,29800,0,up,automático,2015,77000,1,flex,elétrica,preto,0,up  move i motion 1.0 t. flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
42,vwvolkswagen,19900,hatch,gol,manual,2015,43000,1,flex,0,vermelho,sim,gol 1.0 plus 16v 2p,2 portas,ipva pago,som,0
43,vwvolkswagen,28425,sedã,voyage,manual,2015,75000,1.6,flex,hidráulica,prata,sim,voyage 1.6 1.6 city  mi total flex 8v 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",1
44,vwvolkswagen,24000,hatch,fox,manual,2013,93316,1,flex,hidráulica,branco,não,fox 1.0 mi total flex 8v 3p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
45,vwvolkswagen,56800,hatch,polo,automático,2018,26000,0,flex,hidráulica,prata,não,polo comfort. 200 tsi 1.0 flex 12v aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
46,vwvolkswagen,25000,passeio,up,manual,2015,68000,1,flex,elétrica,vermelho,0,volkswagen up mpi 1.0 12v flex man.,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
47,ford,77900,passeio,fusion,automático,2016,46231,2.02.9,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, c mera de ré",0
48,vwvolkswagen,24800,hatch,up,manual,2015,75,1,flex,elétrica,preto,0,up  move 1.0 t. flex 12v 3p,0,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
49,ford,29900,hatch,fiesta,manual,2014,55000,1.5,flex,hidráulica,vermelho,não,fiesta se 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
50,ford,67500,suv,ecosport,automático,2018,9000,1.5,flex,elétrica,prata,sim,ecosport freestyle 1.5 12v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
51,ford,32900,hatch,ka,manual,2018,23000,1,flex,elétrica,branco,sim,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
52,vwvolkswagen,28000,passeio,fox,manual,2014,70000,1.6,flex,elétrica,prata,não,fox trendline 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",1
53,ford,51900,0,ecosport,automático,2017,60,1.6,flex,elétrica,branco,0,ecosport se 1.6 16v flex 5p aut.,0,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
54,ford,36990,hatch,focus,automático,2014,99500,2.02.9,flex,elétrica,cinza,sim,focus 2.0 16v se se plus flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
55,ford,29000,hatch,fiesta,manual,2013,118000,0,flex,elétrica,0,sim,fiesta 1.6 16v flex mec. 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",1
56,vwvolkswagen,34500,hatch,fox,manual,2016,101000,1.6,flex,hidráulica,preto,sim,fox rock in rio 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
57,ford,54900,hatch,focus,automático,2016,68000,2.02.9,flex,elétrica,branco,não,0,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
58,ford,37999,hatch,ka,manual,2018,30000,1.5,flex,elétrica,prata,sim,ka 1.5 se 12v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
59,vwvolkswagen,36990,hatch,gol,manual,2017,27300,1,flex,hidráulica,preto,sim,gol track 1.0 total flex 12v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
60,ford,52000,suv,ecosport,automático,2017,55000,1.6,flex,elétrica,preto,não,ecosport se 1.6 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
61,ford,37500,hatch,focus,manual,2014,17280,1.6,flex,hidráulica,preto,não,focus 1.6 s se se plus flex 8v 16v  5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
62,vwvolkswagen,27500,pickup,saveiro,manual,2013,86000,1.6,flex,hidráulica,vermelho,sim,saveiro sportline 1.6 mi total flex 8v,2 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
63,vwvolkswagen,30320,passeio,up,manual,2016,0,1,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",1
64,vwvolkswagen,22900,passeio,gol,manual,2013,92000,1,flex,hidráulica,preto,sim,0,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado",1
65,vwvolkswagen,47000,sedã,jetta,automático,2013,33100,2.02.9,flex,hidráulica,branco,não,jetta trendline 2.0 t.flex 8v 4p tip.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
66,vwvolkswagen,32700,passeio,gol,manual,2018,9500,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
67,ford,49876,suv,ecosport,automático,2014,50000,2.02.9,flex,elétrica,branco,sim,ecosport titanium 2.0 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
68,vwvolkswagen,39900,0,up,manual,2016,19152,0,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
69,ford,39990,passeio,ka,manual,2018,55000,0,flex,0,0,0,ka 1.0 se se plus tivct flex 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",0
70,vwvolkswagen,30000,hatch,fox,manual,2013,85000,1.6,flex,elétrica,vermelho,sim,fox 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",1
71,vwvolkswagen,22900,passeio,gol,manual,2013,88000,1,flex,hidráulica,branco,0,gol  novo  1.0 mi total flex 8v 4p,4 portas,financiado,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
72,vwvolkswagen,137000,sedã,passat,automático,2018,25000,2.02.9,flex,elétrica,branco,sim,passat highline 2.0 tsi 220cv tip.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré, c mera de ré",0
73,vwvolkswagen,25900,hatch,fox,manual,2013,89000,1,flex,hidráulica,prata,sim,fox trendline 1.0 flex 8v 5p,4 portas,0,0,1
74,vwvolkswagen,47750,0,polo,manual,2018,27200,1.6,flex,elétrica,branco,não,polo 1.6 msi flex 16v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",0
75,vwvolkswagen,42000,pickup,0,manual,2014,40000,1.6,flex,hidráulica,0,não,0,2 portas,0,0,0
76,ford,34990,passeio,ka,manual,2017,20000,0,flex,0,0,0,ka 1.0 se 12v flex 4p manual,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica",0
77,ford,24900,hatch,fiesta,manual,2013,0,1.6,flex,hidráulica,prata,sim,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
78,ford,26900,passeio,fiesta,manual,2014,60000,0,flex,0,0,0,fiesta se 1.6 8v flex 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",1
79,ford,36900,0,ka,manual,2018,10097,0,flex,0,0,0,ka 1.0 se 12v flex 4p manual,4 portas,0,"trava elétrica, ar condicionado",0
80,vwvolkswagen,31900,hatch,fox,manual,2014,28600,1,flex,hidráulica,vermelho,sim,fox 1.0 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
81,ford,23000,hatch,fiesta,manual,2013,77000,1.6,flex,hidráulica,vermelho,sim,fiesta 1.6 8v flex class 1.6 8v flex 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
82,vwvolkswagen,25900,passeio,gol,automático,2013,65000,1.6,flex,hidráulica,vermelho,sim,gol 1.6 i moti.power highli t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",1
83,ford,29990,hatch,ka,manual,2015,50000,1,flex,elétrica,outra,0,ka 1.0 se 12v flex 4p manual,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",1
84,ford,32990,hatch,ka,manual,2015,75000,0,flex,0,0,0,ka 1.5 se 12v flex 5p mec.,4 portas,0,0,0
85,vwvolkswagen,75900,0,virtus,manual,2018,20000,0,flex,0,0,0,virtus highline 200 tsi 1.0 flex 12v aut,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
86,vwvolkswagen,24900,passeio,gol,manual,2015,22000,1.6,flex,hidráulica,preto,0,gol trendline 1.6 t.flex 8v 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica",1
87,vwvolkswagen,32900,hatch,up,manual,2016,32068,0,flex,0,0,0,up  move 1.0 tsi total flex 12v 5p,4 portas,0,0,0
88,ford,58900,passeio,ranger,manual,2013,96000,0,flex,0,0,0,ranger xls 2.5 16v 4x2 cd flex,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
89,vwvolkswagen,33000,hatch,gol,manual,2018,28000,1,flex,hidráulica,branco,não,gol trendline 1.0 t.flex 12v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
90,vwvolkswagen,30900,0,saveiro,manual,2016,128000,1.6,flex,elétrica,branco,sim,saveiro 1.6 mi  1.6mi city total flex 8v,2 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som",0
91,ford,44900,sedã,ka,manual,2018,67410,1.5,flex,hidráulica,prata,sim,ka 1.5 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
92,ford,20900,sedã,fiesta,manual,2013,117350,1,flex,0,preto,sim,fiesta sedan 1.0 8v flex 4p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, c mera de ré",1
93,vwvolkswagen,37900,0,fox,manual,2017,19010,0,flex,0,0,0,fox comfortline 1.6 flex 8v 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
94,vwvolkswagen,23900,0,saveiro,manual,2013,95500,1.6,flex,hidráulica,branco,sim,saveiro 1.6 mi total flex 8v ce,2 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",0
95,vwvolkswagen,32700,passeio,gol,manual,2018,9500,1,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
96,ford,24900,0,fiesta,manual,2013,63000,0,flex,0,0,sim,fiesta 1.6 8v flex class 1.6 8v flex 5p,0,0,0,0
97,vwvolkswagen,33990,passeio,gol,manual,2018,0,1.6,flex,hidráulica,branco,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
98,vwvolkswagen,62990,sedã,jetta,automático,2016,42000,1.4,flex,hidráulica,preto,sim,jetta comfort. 250 tsi 1.4 flex 16v aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
99,vwvolkswagen,30900,passeio,up,manual,2016,23000,1,flex,hidráulica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme",0
100,ford,32990,passeio,ka,manual,2015,87432,1,flex,elétrica,prata,sim,0,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado",0
101,ford,49900,hatch,ecosport,manual,2014,72759,1.6,flex,hidráulica,prata,sim,ecosport titanium 1.6 16v flex 5p,4 portas,ipva pago,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, som",0
102,ford,43900,sedã,focus,automático,2015,18600,2.02.9,flex,hidráulica,prata,sim,focus sedan 2.0 16v 2.0 16v flex 4p aut.,4 portas,0,0,0
103,ford,39450,hatch,ka,manual,2018,25000,1.5,flex,elétrica,branco,não,ka sel 1.5 16v flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",0
104,ford,48000,hatch,fiesta,automático,2017,48000,1.6,flex,elétrica,preto,sim,fiesta tit. tit.plus 1.6 16v flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
105,ford,32000,hatch,ka,manual,2015,46000,1,flex,hidráulica,prata,não,ka hatch se 1.0 flex 4p c ar,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
106,ford,44200,suv,ecosport,manual,2014,65000,1.6,flex,hidráulica,branco,sim,ecosport se 1.6 16v flex 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
107,vwvolkswagen,28900,passeio,up,manual,2015,50200,1,flex,hidráulica,branco,sim,up  take 1.0 total flex 12v 5p,4 portas,ipva pago,"air bag, ar condicionado, direção hidráulica",0
108,ford,41500,hatch,fiesta,automático,2015,23000,1.6,flex,hidráulica,prata,sim,fiesta tit. tit.plus 1.6 16v flex aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
109,ford,49890,suv,ecosport,automático,2017,45000,1.6,flex,elétrica,branco,sim,ecosport se 1.6 16v flex 5p aut.,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
110,vwvolkswagen,41900,passeio,voyage,manual,2018,35000,1.6,flex,hidráulica,preto,sim,voyage trendline 1.6 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
111,ford,30000,hatch,ka,manual,2015,64000,1,flex,elétrica,branco,sim,ka 1.0 se 12v flex 4p manual,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som",1
112,ford,32000,0,fiesta,0,2014,51000,0,flex,0,branco,0,0,0,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, alarme, som, sensor de ré",0
113,vwvolkswagen,26800,hatch,gol,manual,2014,60000,1,flex,hidráulica,prata,não,gol city  trend  titan 1.0 t. flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
114,vwvolkswagen,24990,hatch,gol,manual,2014,76000,1,flex,hidráulica,prata,0,gol city 1.0 mi 8v 4p,4 portas,de leilão,"air bag, ar condicionado, direção hidráulica, som",0
115,ford,15700,hatch,fiesta,manual,2013,87000,1,flex,hidráulica,prata,0,fiesta 1.0 8v flex class 1.0 8v flex 5p,4 portas,0,"vidro elétrico, trava elétrica, ar condicionado, direção hidráulica, alarme",1
116,ford,36900,sedã,ka,manual,2018,1,1,flex,elétrica,branco,sim,ka 1.0 se se plus tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, sensor de ré",0
117,vwvolkswagen,29900,hatch,crossfox,manual,2013,75000,1.6,flex,hidráulica,prata,sim,crossfox 1.6 mi total flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",1
118,ford,28900,hatch,fiesta,manual,2014,85000,1.5,flex,elétrica,vermelho,não,fiesta 1.5 16v flex mec. 5p,4 portas,0,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré, c mera de ré",1
119,ford,51900,suv,ecosport,automático,2016,67000,1.6,flex,elétrica,branco,sim,ecosport freestyle 1.6 16v flex 5p aut.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, som, sensor de ré",0
120,vwvolkswagen,22000,passeio,voyage,manual,2014,132000,1,flex,hidráulica,branco,não,voyage  trendline 1.0 t.flex 8v 4p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",0
121,vwvolkswagen,26900,hatch,fox,manual,2013,69000,1.6,flex,hidráulica,preto,0,fox trendline 1.6 flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
122,vwvolkswagen,28900,hatch,gol,manual,2016,66,1,flex,hidráulica,branco,sim,gol comfortline 1.0 t. flex 8v 5p,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som",1
123,ford,36900,passeio,ka,manual,2018,10800,1,flex,0,branco,sim,ka 1.0 sel tivct flex 5p,4 portas,ipva pago,"vidro elétrico, air bag, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme",0
124,vwvolkswagen,45900,hatch,virtus,manual,2018,52000,1,flex,hidráulica,prata,sim,virtus 1.6 msi flex 16v 5p mec.,4 portas,ipva pago,"vidro elétrico, air bag, trava elétrica, ar condicionado, direção hidráulica, alarme, som, sensor de ré",0
